Attendance,Current_GPA,Previous_GPA,GPA_Diff,NonProductive_Hrs,SemiProductive_Hrs,Productive_Hrs,Club_Score,Internship_Status,Family_Income,Sentiment_Score,Dropout_Prob
83,4.07,4.0,0.07,1.4,1.4,0.0,0,1,1-5 LPA,0.49,0.8
78,8.04,7.287680866812517,0.75,1.6,4.2,0.2,1,0,5-10 LPA,-0.63,0.8
54,4.31,4.0,0.31,2.6,1.7,0.1,5,1,5-10 LPA,-0.53,1.0
95,7.29,5.661023597715251,1.63,0.9,0.1,0.8,2,1,1-5 LPA,0.59,0.5
88,5.73,5.7679947746013145,-0.04,1.9,0.9,1.4,0,0,1-5 LPA,-0.81,1.0
43,5.84,5.6407425242775675,0.2,1.8,3.3,0.1,2,1,5-10 LPA,-0.13,1.0
68,6.12,4.781684878950741,1.34,1.6,0.1,1.8,0,0,5-10 LPA,-0.95,1.0
61,7.73,8.053370292221866,-0.32,2.0,6.0,0.8,1,1,>10 LPA,-0.31,0.95
64,6.0,6.572698195752768,-0.57,0.6,4.5,1.2,1,1,<1 LPA,0.4,0.75
52,8.4,8.581627583091912,-0.18,0.2,0.1,3.6,3,1,>10 LPA,-0.82,0.75
57,6.43,6.1707454598328235,0.26,0.3,4.1,0.1,5,1,1-5 LPA,0.78,0.7
72,4.41,4.883153721401484,-0.47,0.5,0.7,2.3,3,1,5-10 LPA,0.82,0.65
55,8.7,9.244176288381352,-0.54,1.4,2.8,0.1,2,0,<1 LPA,-0.79,1.0
84,5.71,5.955922855775751,-0.25,3.7,0.8,0.5,1,1,1-5 LPA,0.98,0.8
81,6.6,5.940310199652191,0.66,2.4,0.9,1.9,3,1,1-5 LPA,-0.4,0.75
83,8.11,8.331280612408944,-0.22,3.1,1.5,2.4,1,0,1-5 LPA,-0.83,0.85
41,5.99,6.946384520660383,-0.96,0.9,2.2,0.7,0,1,1-5 LPA,-0.99,1.0
94,4.34,4.0,0.34,1.0,0.1,0.9,3,0,5-10 LPA,-0.18,0.7
74,6.24,7.918351471305945,-1.68,1.0,1.3,1.2,2,1,5-10 LPA,0.26,0.85
81,9.67,9.249495252811693,0.42,0.4,0.3,1.8,3,1,1-5 LPA,-0.34,0.55
73,7.85,7.875925610672109,-0.03,0.1,0.6,0.1,1,1,1-5 LPA,0.67,0.6
69,8.03,7.492011523194931,0.54,1.8,0.6,1.7,4,1,1-5 LPA,0.43,0.55
98,7.79,7.9686166687362086,-0.18,8.0,0.9,0.7,4,1,>10 LPA,-0.3,0.75
94,5.19,4.0,1.19,0.4,0.6,0.6,5,0,1-5 LPA,0.47,0.7
52,6.51,6.073166560946623,0.44,0.1,0.2,0.6,1,1,1-5 LPA,0.88,0.7
52,8.51,7.636303039721146,0.87,3.0,0.2,0.7,0,1,1-5 LPA,-0.81,1.0
57,4.61,4.718270678313833,-0.11,0.6,0.1,2.9,3,1,5-10 LPA,-0.39,0.95
71,5.67,6.465557900407126,-0.8,3.5,1.0,0.8,4,1,1-5 LPA,-0.07,0.95
71,5.66,6.1768049496916415,-0.52,2.4,4.6,3.1,0,0,<1 LPA,-0.0,1.0
74,6.59,4.692672511312886,1.9,5.8,0.2,0.2,1,1,5-10 LPA,0.08,0.8
98,9.88,10.0,-0.12,1.1,4.4,1.3,0,0,5-10 LPA,-0.4,1.0
78,4.41,4.646223952496695,-0.24,2.2,2.0,1.7,1,0,5-10 LPA,0.33,0.85
85,7.11,6.4888006876056,0.62,1.3,1.5,1.1,5,1,<1 LPA,0.29,0.55
91,5.08,5.205702335192753,-0.13,2.0,1.6,0.9,3,0,1-5 LPA,0.16,0.9
68,9.82,9.960951858002154,-0.14,1.2,2.6,0.8,0,0,>10 LPA,-0.77,1.0
88,4.68,4.146521026438749,0.53,0.4,0.2,2.0,3,1,>10 LPA,-0.05,0.65
68,6.42,6.57833333387366,-0.16,1.4,1.1,1.7,0,0,1-5 LPA,-0.29,1.0
92,8.43,7.944022169903754,0.49,1.5,1.8,0.1,1,0,<1 LPA,-0.02,0.85
83,8.23,7.906510405847982,0.32,3.3,1.3,1.9,1,0,1-5 LPA,0.84,0.65
96,6.54,5.990976691395932,0.55,2.7,2.7,0.5,0,0,1-5 LPA,-0.04,0.95
55,6.08,4.9338629682082775,1.15,2.2,0.1,0.3,5,1,5-10 LPA,-0.97,0.95
95,6.39,6.506669176172307,-0.12,0.2,1.8,2.0,1,1,>10 LPA,-0.12,0.7
83,5.59,6.05823954921307,-0.47,2.6,1.1,0.6,2,1,1-5 LPA,0.64,0.8
86,5.23,5.641906876861098,-0.41,1.4,0.7,1.7,2,1,<1 LPA,0.56,0.8
96,6.9,7.555940202108188,-0.66,4.5,0.6,0.3,3,0,>10 LPA,0.03,0.8
49,5.61,5.869472168011895,-0.26,5.0,1.5,0.0,2,0,<1 LPA,-0.5,1.0
69,5.72,5.293819601426477,0.43,0.1,3.3,0.7,2,0,>10 LPA,-0.07,0.9
64,7.94,8.611731091544952,-0.67,3.4,1.0,0.1,5,1,5-10 LPA,0.13,0.65
78,9.81,8.723985968126453,1.09,0.1,2.6,1.4,5,1,>10 LPA,1.0,0.35
59,7.62,6.899462893990016,0.72,0.9,0.8,0.3,4,1,<1 LPA,0.29,0.55
44,4.46,4.0,0.46,1.6,0.2,0.6,4,1,<1 LPA,0.39,0.85
40,4.45,5.3140448473114485,-0.86,0.3,0.1,0.1,5,0,1-5 LPA,-0.02,1.0
69,9.71,10.0,-0.29,2.7,0.1,0.3,4,1,1-5 LPA,-0.29,0.75
88,5.78,6.169844189635996,-0.39,0.0,0.7,1.5,5,1,1-5 LPA,0.63,0.65
42,4.55,5.407543892169437,-0.86,0.4,0.6,0.2,4,1,>10 LPA,-0.01,0.95
84,7.59,6.88657377407041,0.7,1.7,1.9,1.0,1,1,5-10 LPA,0.99,0.5
53,7.74,8.018876095888784,-0.28,2.5,2.0,2.5,5,1,5-10 LPA,-0.09,0.75
95,7.89,7.789860457293468,0.1,5.0,0.1,1.1,3,1,<1 LPA,-0.86,0.75
69,5.6,6.277505683107931,-0.68,2.4,0.4,1.7,3,1,5-10 LPA,0.37,0.85
89,4.09,4.0,0.09,2.2,0.5,0.1,5,1,5-10 LPA,-0.91,0.85
43,9.79,9.482045689271935,0.31,1.0,1.2,0.3,2,1,1-5 LPA,-0.5,0.8
57,5.51,5.9427268148487915,-0.43,0.0,0.2,2.2,3,0,>10 LPA,-0.29,0.9
76,8.06,8.760935333752986,-0.7,0.3,0.2,1.3,2,1,<1 LPA,0.48,0.5
64,8.24,7.705323844122558,0.53,1.5,4.3,1.0,3,1,1-5 LPA,-0.01,0.7
87,7.66,7.611139462918099,0.05,2.2,2.4,1.1,0,0,<1 LPA,-0.94,1.0
40,5.88,5.0332474930866775,0.85,1.1,0.3,0.5,0,1,5-10 LPA,0.23,1.0
92,5.63,4.0,1.63,2.6,0.8,0.0,5,0,5-10 LPA,-0.18,0.8
